PDB,resolution,year,-logKd/Ki,Kd/Ki,ligand name
5ak2,2.19,2015,8.41,IC50=0.0039uM,5ak2
6aah,1.83,2018,8.41,IC50=3.9nM,6aah
6cvy,1.80,2018,8.41,Ki=3.9nM,6cvw
6mum,3.06,2019,8.41,IC50=3.9nM,6mul
6mzq,2.00,2019,8.41,IC50=3.9nM,6mzq
6mzw,2.20,2019,8.41,IC50=3.9nM,6mzq
6q9l,1.13,2019,8.41,IC50=3.9nM,6q96
1bwb,1.80,1998,8.42,Ki=3.8nM,1bwb
1htg,2.00,1994,8.42,IC50=3.8nM,1htg
1i9o,1.86,2001,8.42,Kd=3.8nM,1i9o
2g5p,2.40,2006,8.42,Ki=3.8nM,2g5p
2isc,2.70,2007,8.42,Kd=3.8nM,2i4t
4ezj,2.67,2013,8.42,IC50=3.8nM,4ezj
4hbp,2.91,2013,8.42,IC50=3.8nM,4hbp
4ksy,1.88,2013,8.42,Kd=3.79nM,4ksy
4wa9,2.20,2015,8.42,Ki=3800pM,4twp
5c4s,2.23,2015,8.42,IC50=3.8nM,4ypq
5icp,2.18,2016,8.42,IC50=3.8nM,5icp
5vl2,1.90,2018,8.42,Kd=3.77nM,5vl2
6jsn,2.60,2019,8.42,IC50=3.8nM,6jse
1jje,1.80,2001,8.43,IC50=3.7nM,1jje
2c8w,1.96,2006,8.43,IC50=3.7nM,2c8w
2xbv,1.66,2010,8.43,Kd=3.7nM,2xbv
2za5,2.30,2008,8.43,Ki=3.7nM,2za5
3nhi,1.43,2010,8.43,Kd=3.7nM,3nhi
3qlb,3.26,2011,8.43,Kd=3.7nM,3qlb
3tam,2.51,2011,8.43,Ki=3.7nM,3tam
3u7s,2.05,2012,8.43,Ki=3.7nM,3ggt
4cqe,2.30,2014,8.43,IC50=3.7nM,4cqe
4g3g,2.50,2012,8.43,Ki=3.7nM,4g3e
4y8x,1.90,2015,8.43,Ki=3.7nM,4y8x
4zk5,2.89,2015,8.43,IC50=3.7nM,4zk5
5dey,2.10,2016,8.43,Ki=3.7nM,5dey
5exl,2.30,2016,8.43,Ki=3.7nM,5exl
5f2u,1.85,2016,8.43,Kd=3.7nM,5f2u
5t66,1.95,2017,8.43,IC50=3.7nM,5t66
6ps5,2.90,2019,8.43,Ki=3.69nM,6prz
1bmn,2.80,1996,8.44,Ki=3.6nM,1bmn
1ynd,1.60,2005,8.44,IC50=3.6nM,1ynd
2rf2,2.40,2008,8.44,IC50=3.6nM,2rf2
2vc9,2.36,2008,8.44,Kd=3.6nM,2vc9
2xyf,1.80,2011,8.44,Ki=3.6nM,2xyf
3uhm,1.26,2012,8.44,IC50=3.6nM,3uhm
3w1f,2.70,2013,8.44,IC50=3.67nM,3w1f
4bbe,1.90,2012,8.44,IC50=3.6nM,4bbe
4k1e,1.30,2014,8.44,Ki=3.59nM,4k1e
4zae,1.86,2015,8.44,Ki=3.6nM,4zae
5kqx,2.40,2016,8.44,Ki=3.6nM,5kqx
5n0e,1.75,2017,8.44,Ki=3.6nM,5n0d
5v8q,1.44,2017,8.44,IC50=3.6nM,5v8q
5voj,1.80,2017,8.44,Ki=3.6nM,5voj
6b31,3.18,2018,8.44,IC50=3.6nM,6b31
1jq9,1.80,2002,8.45,Kd=3.57nM,1jq9
6gbw,1.45,2019,8.45,Ki=3.51nM,5jfd
1a3e,1.85,1998,8.46,Kd=3.5nM,1a3e
1bgo,2.30,1999,8.46,Ki=3.5nM,1bgo
1iht,2.10,1994,8.46,Ki=3.5nM,1iht
1ld8,1.80,2002,8.46,IC50=3.5nM,1ld8
1u3q,2.40,2005,8.46,IC50=3.5nM,1u3q
1u9w,2.30,2005,8.46,IC50=3.5nM,1u9w
2mip,2.20,1993,8.46,IC50<=3.5nM,2mip
2oh4,2.05,2007,8.46,IC50=3.5nM,2oh4
3bx5,2.40,2008,8.46,IC50=3.5nM,3bx5
3kdd,1.80,2010,8.46,Kd=3.45nM,3kdb
3kl6,1.45,2009,8.46,IC50=3.5nM,3kl6
3nam,3.10,2010,8.46,Kd=3.5nM,3nal
3q2g,2.30,2011,8.46,IC50=3.5nM,3q2g
4css,1.07,2015,8.46,Kd=3.5nM,4css
4he9,1.06,2013,8.46,Ki=3.5nM,4hdb
4lge,1.55,2013,8.46,IC50=3.5nM,4lge
4u01,2.80,2015,8.46,IC50=0.0035uM,4u01
5a09,1.81,2015,8.46,IC50=3.5nM,5a09
5b4w,2.60,2016,8.46,Kd=3.5nM,5b4w
5nxv,1.10,2018,8.46,Ki=3.5nM,5nxg
6h7n,2.50,2018,8.46,Kd=3.5nM,6h7n
6o21,1.15,2019,8.46,Ki=3.48nM,6o21
1qkn,2.25,2000,8.47,IC50=3.4nM,1qkn
2ds1,2.00,2007,8.47,IC50=3.4nM,2ds1
2oag,2.30,2007,8.47,Ki=3.4nM,2oae
2qo8,1.40,2008,8.47,Ki=3.4nM,2qo8
2wei,1.65,2009,8.47,IC50=3.4nM,2wei
3b28,1.35,2011,8.47,Kd=0.0034uM,3b24
3bhb,2.20,2008,8.47,IC50=3.4nM,3bgm
3zln,2.29,2013,8.47,Kd=3.4nM,3zk6
5f94,2.51,2016,8.47,IC50=3.4nM,5f94
5ohi,1.66,2018,8.47,IC50=3.4nM,5ohi
5qtt,2.23,2019,8.47,Ki=3.4nM,5qtt
5v6y,2.80,2018,8.47,Ki=3.39nM,5v6y
6a06,1.79,2019,8.47,Kd=3.4nM,6a03
6d3q,2.24,2019,8.47,Ki=3.4nM,6d3q
6o4w,2.35,2019,8.47,Ki=3.4nM,6o4w
6q9o,1.21,2019,8.47,IC50=3.4nM,6q96
1i9l,1.93,2001,8.48,Kd=3.3nM,1i9l
1i9m,1.84,2001,8.48,Kd=3.3nM,1i9m
1w5y,1.90,2004,8.48,Ki=3.3nM,1w5y
2hs1,0.84,2006,8.48,Ki=3.3nM,2hs1
2p3b,2.10,2007,8.48,Ki=3.3nM,2p3a
2r5p,2.30,2007,8.48,Ki=3.3nM,2r5p
2uxz,1.75,2008,8.48,Ki=3.3nM,2uxz
2yix,2.30,2011,8.48,Kd=3.3nM,2yis
3b1m,1.60,2011,8.48,Ki=3.3nM,3b1m
3eqs,1.65,2009,8.48,Kd=3.3nM,3eqs
3n3j,1.50,2011,8.48,Ki=3.3nM,3mzc
3wqh,2.85,2015,8.48,IC50=3.3nM,3wqh
4jpa,2.00,2014,8.48,IC50=3.3nM,4jp4
4nvq,2.03,2014,8.48,IC50=3.3nM,4nvq
4o0v,2.80,2014,8.48,Ki=3.3nM,4o0r
5ap2,2.80,2015,8.48,IC50=3.3nM,5ap0
5jh6,2.37,2017,8.48,IC50=3.3nM,5e7r
5kr2,1.78,2016,8.48,Ki=3.3nM,5kqx
5n0d,1.70,2017,8.48,Ki=3.3nM,5n0d
5svk,2.77,2016,8.48,Kd=3.3nM,5svk
6b41,2.61,2018,8.48,IC50=3.3nM,6b41
6fe1,1.95,2018,8.48,Kd=3.3nM,6fe0
6jsf,2.30,2019,8.48,IC50=3.3nM,6jse
1akt,1.80,1998,8.49,Kd=3.2nM,1akt
1ec0,1.79,2002,8.49,Ki=3.2nM,1ec0
2g5u,1.80,2006,8.49,Kd=3.2nM,2g5u
2ieo,1.53,2006,8.49,Ki=3.2nM,2ieo
2ihq,2.00,2006,8.49,Ki=3.2nM,2ihq
2oqi,2.80,2007,8.49,Ki=3.2nM,2oqi
3gfe,2.10,2009,8.49,IC50=3.2nM,3gfe
3pp1,2.70,2011,8.49,IC50=3.2nM,3pp1
3s45,1.51,2012,8.49,Ki=3.24nM,3s43
3wyy,3.05,2015,8.49,IC50=3.2nM,3wyx
4a22,1.90,2011,8.49,IC50=3.2nM,4a22
4ehe,3.30,2013,8.49,IC50=3.2nM,4ehe
4hdf,1.29,2013,8.49,Ki=3.2nM,4hdb
4m2r,1.99,2013,8.49,Ki=3.2nM,4m2r
4mwu,1.80,2013,8.49,IC50=3.24nM,4mwq
5fl1,1.95,2016,8.49,Ki=3.2nM,5fl1
5nx2,3.70,2017,8.49,Ki=3.2nM,5nx2
5t28,2.80,2017,8.49,IC50=3.2nM,5t23
5tkt,2.12,2017,8.49,Ki=3.2nM,5tks
5tr6,1.93,2016,8.49,IC50=3.2nM,5tr6
5ufs,2.12,2017,8.49,Ki=3.2nM,5ufs
5vzy,2.32,2017,8.49,Kd=3.2nM,5vzx
5x33,3.70,2018,8.49,IC50=3.2nM,5x33
7upj,2.00,1997,8.49,Ki=3.2nM,7upj
3d3p,1.75,2009,8.50,IC50=3.16nM,3d3p
3qd0,1.99,2011,8.50,IC50=3.16nM,3qcq
5lxd,2.58,2016,8.50,IC50=3.16nM,5lxc
1cr6,2.80,1999,8.51,Ki=3.1nM,1cr6
1d8m,2.44,2000,8.51,IC50=3.1nM,1d8m
1g05,2.45,2001,8.51,IC50=3.1nM,1g05
1qpl,2.90,1999,8.51,IC50=3.1nM,1qpl
2rg5,2.40,2008,8.51,IC50=3.1nM,2rg5
2vh0,1.70,2008,8.51,Ki=3.1nM,2vh0
3i25,2.10,2010,8.51,Ki=3.1nM,3i25
3tia,1.80,2011,8.51,IC50=3.12nM,3ti3
3u8j,2.35,2011,8.51,Ki=3.1nM,3u8j
3uol,2.40,2012,8.51,IC50=3.1nM,3unj
3zpt,1.54,2013,8.51,Ki=3.1nM,3zps
4nk9,2.57,2013,8.51,Kd=3.1nM,4nk9
5ij7,2.62,2016,8.51,Ki=3.10nM,5ij7
5k4i,1.76,2016,8.51,IC50=3.1nM,5k4i
5to8,1.98,2016,8.51,IC50=3.1nM,5to8
6b1o,1.91,2017,8.51,IC50=3.1nM,6b1o
6oe1,1.45,2019,8.51,Ki=3.1nM,6odz
1b6p,2.00,2000,8.52,Ki=3nM,1b6p
1d7x,2.00,2000,8.52,IC50=3nM,1d7x
1fcy,1.30,2000,8.52,Kd=3nM,1fcy
1hbj,2.50,2001,8.52,IC50=3.0nM,1hbj
1i5r,1.60,2003,8.52,Ki=3.0nM,1i5r
1jij,3.20,2001,8.52,IC50=3nM,1jij
1jk7,1.90,2001,8.52,IC50=3nM,1jk7
1nfx,2.15,2003,8.52,Ki=3.0nM,1nfx
1o44,1.70,2004,8.52,IC50=3nM,1o44
1oit,1.60,2003,8.52,IC50<0.003uM,1oit
1q6p,2.30,2003,8.52,IC50=3nM,1q6p
1r78,2.00,2004,8.52,IC50=3nM,1r78
1rhu,2.51,2004,8.52,IC50=3.00nM,1rhu
1rp7,2.09,2004,8.52,Ki=0.003uM,1rp7
1sps,2.70,1994,8.52,Kd=3nM,1sps
1ta2,2.30,2004,8.52,Ki=3nM,1ta2
1urw,1.60,2004,8.52,IC50<0.003uM,1urw
1w14,2.20,2008,8.52,Ki=3nM,1w0z
1xkk,2.40,2004,8.52,Ki=3nM,1xkk
2b1p,1.90,2006,8.52,IC50=3nM,2b1p
2boh,2.20,2006,8.52,Ki=3nM,2boh
2bqw,2.95,2006,8.52,Ki=3nM,2bqw
2bxt,1.83,2006,8.52,Ki=3nM,2bxt
2fs9,2.30,2006,8.52,Ki=3nM,2fs9
2fvd,1.85,2006,8.52,Ki=3nM,2fvd
2gbi,3.30,2006,8.52,Ki=3nM,2gbi
2hfp,2.00,2006,8.52,IC50=3nM,2hfp
2oc2,2.25,2007,8.52,Ki=3nM,2oc2
2ow3,2.80,2008,8.52,IC50=3nM,2ow3
2q64,2.50,2008,8.52,Kd=3.0nM,2pym
2qmf,1.75,2008,8.52,IC50=3nM,2qk5
2qu6,2.10,2007,8.52,Ki=3nM,2qu5
2v11,3.10,2007,8.52,IC50=3nM,2v0z
2vaq,3.01,2008,8.52,IC50=3nM,2vaq
2vf6,2.10,2007,8.52,IC50=3nM,2vf6
2vnm,1.79,2008,8.52,IC50=3nM,2vnm
2vtp,2.15,2008,8.52,IC50=3nM,2vta
2vvc,1.95,2009,8.52,Ki=3nM,2vvc
2vw5,1.90,2008,8.52,Kd=3nM,2vw5
2w1g,2.71,2009,8.52,IC50=3nM,2w1c
2wn9,1.75,2009,8.52,Kd=3.0nM,2wn9
2wxp,2.30,2010,8.52,IC50=3nM,2wxf
2xa4,2.04,2010,8.52,IC50=3nM,2xa4
2xbj,2.30,2011,8.52,IC50=0.003uM,2xbj
2xfk,1.80,2010,8.52,IC50=3nM,2xfi
3cic,1.75,2008,8.52,IC50=3nM,3cib
3dcv,2.70,2008,8.52,IC50=3nM,3dcv
3dya,2.30,2008,8.52,IC50=3nM,3dya
3h5u,1.95,2009,8.52,IC50=3nM,3h5s
3hvh,1.30,2009,8.52,Ki=3nM,3hvh
3hvk,1.30,2009,8.52,Ki=3nM,3hvk
3i0r,2.98,2009,8.52,IC50=3nM,3i0r
3ia6,2.31,2009,8.52,IC50=3nM,3ia6
3jzo,1.80,2009,8.52,Kd=3nM,3jzo
3k84,2.25,2009,8.52,Ki=0.003uM,3k84
3lpi,2.05,2010,8.52,Ki=3nM,3lnk
3m2w,2.41,2010,8.52,IC50<3nM,3m2w
3ml5,2.05,2011,8.52,Ki=3.0nM,3ml5
3n23,4.60,2011,8.52,Kd=3nM,3n23
3ns9,1.78,2010,8.52,IC50=3nM,3ns9
3ocg,2.21,2010,8.52,IC50=3nM,3ocg
3pa4,1.59,2010,8.52,IC50=3nM,3pa3
3psb,3.40,2011,8.52,IC50=3nM,3psb
3psd,3.60,2011,8.52,IC50=3nM,3psd
3sfc,2.10,2011,8.52,IC50=3nM,3sfc
3spk,1.24,2011,8.52,IC50=3.02nM,3so9
3suu,1.60,2012,8.52,Ki=3nM,3sur
3sx4,2.60,2011,8.52,Ki=3nM,3sww
3t3v,2.04,2012,8.52,Ki=3nM,3sx9
3tct,1.30,2012,8.52,Kd=3nM,3tct
3ttm,2.00,2012,8.52,Kd=3.0nM,3ttm
3u4u,2.20,2012,8.52,IC50<3nM,3u4u
3umw,2.08,2012,8.52,IC50=3nM,3umw
3zxh,1.30,2011,8.52,IC50=3.0nM,3zxh
4bae,2.35,2013,8.52,IC50=3nM,4bae
4bcb,1.70,2013,8.52,IC50=3.0nM,4bcb
4c4j,2.50,2013,8.52,IC50=3nM,4c4e
4dtk,1.86,2012,8.52,IC50<0.003uM,4dtk
4e1z,2.50,2012,8.52,IC50<3nM,4e1z
4e3l,1.43,2012,8.52,Ki=3.0nM,4e3i
4foc,1.70,2012,8.52,IC50=3nM,4fob
4gjd,2.65,2013,8.52,IC50=0.003uM,4gj8
4gv1,1.49,2013,8.52,IC50=3nM,4gv1
4h1e,1.90,2012,8.52,Ki=3nM,4h1e
4h3i,1.96,2012,8.52,Ki=3nM,4h1e
4h4m,2.85,2012,8.52,IC50=3.0nM,4h4m
4hyi,1.40,2013,8.52,IC50=3nM,4hyh
4izy,2.30,2013,8.52,IC50=3nM,4izy
4j52,2.30,2013,8.52,IC50=3nM,4j52
4jnc,1.96,2013,8.52,IC50=3nM,4jnc
4jnm,2.20,2013,8.52,IC50=3nM,4jnm
4l6s,2.20,2013,8.52,IC50=3nM,4l6s
4lgg,2.41,2013,8.52,IC50=3nM,4lgg
4nh8,1.65,2014,8.52,Ki=3nM,4nh7
4o6w,1.45,2014,8.52,Kd=3nM,4o6w
4o97,2.20,2014,8.52,Ki=3nM,4o97
4p1u,2.52,2014,8.52,Kd<0.003uM,4nce
4qmn,2.09,2015,8.52,IC50=0.003uM,4qml
4rpv,3.05,2015,8.52,IC50=3nM,4rpv
4rx5,1.36,2015,8.52,IC50=3nM,4rx5
4tlr,1.86,2014,8.52,IC50=3nM,4tlr
4uwh,1.93,2014,8.52,IC50=3nM,4uwf
4wcu,2.35,2014,8.52,IC50=3nM,4w1o
4xoc,1.42,2016,8.52,Kd=3nM,4xo8
4yne,2.02,2015,8.52,IC50=0.003uM,4ymj
4yzc,2.49,2015,8.52,IC50=3nM,4yz9
4zom,2.27,2015,8.52,IC50=3nM,4zom
5am1,2.15,2015,8.52,IC50=0.003uM,5ai0
5anw,1.37,2016,8.52,Kd=0.003uM,5ans
5bqh,1.60,2016,8.52,IC50<3nM,5bqg
5bue,2.40,2015,8.52,IC50=0.003uM,5bue
5eyc,1.80,2016,8.52,IC50=3nM,5eyc
5eyk,1.93,2016,8.52,IC50=3nM,5eyk
5fqc,1.45,2016,8.52,IC50=0.003uM,5fq9
5hg8,1.42,2016,8.52,Ki=3nM,5hg5
5i4v,2.61,2016,8.52,Ki=3nM,5i4v
5izq,3.60,2016,8.52,IC50=3.04nM,5izq
5j79,2.69,2016,8.52,IC50=3nM,5j79
5jur,2.93,2017,8.52,Kd=0.003uM,5jun
5jyo,2.10,2016,8.52,IC50=0.003uM,5jyo
5mjb,2.23,2017,8.52,IC50=3.0nM,5mja
5mpk,1.90,2018,8.52,Kd=0.003uM,5eic
5mw2,2.35,2017,8.52,IC50<3nM,5mw2
5n70,1.81,2017,8.52,Kd=3nM,5n70
5vi6,1.24,2017,8.52,Kd=3nM,5vi6
5vlr,2.80,2017,8.52,IC50=3nM,5vlr
5wlv,1.40,2018,8.52,Ki=3.0nM,5wlt
6b4h,2.17,2018,8.52,Kd~3nM,6b4e
6c1s,2.31,2018,8.52,Ki=3nM,6c1s
6ccy,2.18,2018,8.52,IC50=0.003uM,6ccy
6csp,1.24,2018,8.52,Kd=3nM,6csp
6dvm,1.47,2018,8.52,IC50=3nM,6dvl
6fyk,2.39,2018,8.52,IC50=3nM,6fyi
6g9n,1.76,2018,8.52,IC50=3.0nM,6g8x
6hgy,2.20,2019,8.52,IC50=3nM,6hgy
6ny4,2.33,2019,8.52,IC50=3nM,6ny4
6ocz,2.65,2019,8.52,IC50=0.003uM,6ocw
6ow2,1.70,2019,8.52,IC50=3nM,6ow2
6pl3,3.00,2019,8.52,IC50=3nM,6pl2
6qae,2.49,2019,8.52,IC50=3.0nM,6qae
6qzh,2.10,2019,8.52,Kd=3nM,6qzh
6rj6,1.98,2019,8.52,IC50=3nM,6rih
6rpg,2.70,2019,8.52,IC50=3.0nM,6rpg
3jzc,2.50,2009,8.53,IC50=2.94nM,3jzb
6kzd,1.71,2019,8.53,IC50=2.95nM,6kzc
1r1i,2.60,2004,8.54,Ki=2.9nM,1r1i
3hc8,1.79,2009,8.54,IC50=2.9nM,3hc8
3kjd,1.95,2009,8.54,Kd=2.9nM,3kcz
3q96,3.10,2011,8.54,IC50=2.9nM,3q96
4fcb,2.10,2012,8.54,IC50=2.9nM,4fcb
4hwo,1.91,2013,8.54,Ki=2.9nM,4hwo
4mbl,2.60,2013,8.54,IC50=2.9nM,4mbi
4yay,2.90,2015,8.54,IC50=2.9nM,4yay
5mjn,1.17,2017,8.54,Ki=2.9nM,5mjn
5sxm,2.00,2016,8.54,Kd=2.9nM,5sxm
6e2o,2.39,2018,8.54,Kd=2.9nM,6e2m
6i5y,1.90,2019,8.54,Ki=2.9nM,6hb5
6kdz,3.10,2019,8.54,IC50=2.9nM,6kdx
6rz6,2.43,2019,8.54,IC50=2.9nM,6rz6
1hos,2.30,1993,8.55,Ki=2.8nM,1hos
1ibg,2.70,1995,8.55,Ki=2.8nM,1ibg
1ppl,1.70,1993,8.55,Ki=2.8nM,1ppl
2byr,2.45,2005,8.55,Kd=2.8nM,2byr
2zis,2.60,2009,8.55,IC50=2.8nM,2zir
3ejp,1.32,2009,8.55,Ki=2.8nM,3ejp
3g6g,2.31,2009,8.55,IC50=2.8nM,3g6g
3kfc,2.40,2009,8.55,IC50=2.8nM,3kfc
3rwg,2.10,2012,8.55,IC50=2.8nM,3rwc
3t8s,3.77,2011,8.55,Kd=2.82nM,3t8s
3v51,1.95,2012,8.55,Ki=2.8nM,3sx9
4ynd,2.79,2015,8.55,IC50=2.8nM,4ynd
5amd,1.50,2015,8.55,Ki=2.8nM,5amd
5hzx,1.90,2016,8.55,IC50=2.8nM,5hzx
5i9y,1.23,2016,8.55,Kd=2.8nM,5i9v
5nhv,2.00,2017,8.55,IC50=0.0028uM,5ngu
5nxg,1.20,2018,8.55,Ki=2.8nM,5nxg
5svl,2.90,2016,8.55,Kd=2.8nM,5svk
6c7e,1.43,2018,8.55,IC50=2.82nM,6c7d
6hk4,2.50,2019,8.55,Kd=2.81nM,6hk3
6o50,2.35,2019,8.55,Ki=2.8nM,6o4w
3so9,2.87,2011,8.56,IC50=2.76nM,3so9
1bgq,2.50,1999,8.57,Kd=2.7nM,1bgq
1q1g,2.02,2004,8.57,Kd=2.7nM,1q1g
1yye,2.03,2006,8.57,IC50=2.7nM,1yye
2h8h,2.20,2006,8.57,IC50=2.7nM,2h8h
2i0j,2.90,2006,8.57,Ki=2.68nM,2i0j
2r5q,2.30,2007,8.57,Ki=2.7nM,2r5p
2w6t,2.90,2009,8.57,Kd=2.7nM,2w16
2w78,3.00,2009,8.57,Kd=2.7nM,2w16
2x4z,2.10,2010,8.57,Kd=2.7nM,2x4z
2yne,1.72,2014,8.57,Ki=2.7nM,2ynd
3dkf,1.80,2009,8.57,Ki=2.7nM,3dkc
3ejq,1.45,2009,8.57,Ki=2.7nM,3ejp
3ejr,1.27,2009,8.57,Ki=2.7nM,3ejp
3v7x,1.03,2012,8.57,Ki=2.7nM,3v7x
3vrt,2.40,2012,8.57,IC50=2.7nM,3vrt
4hy4,1.25,2013,8.57,IC50=2.7nM,4hy0
4kmz,2.30,2013,8.57,Kd=2.7nM,4kmz
4re3,2.55,2015,8.57,Ki=2.7nM,4re3
4tpk,2.70,2014,8.57,Ki=2.71nM,4tpk
4uwl,2.80,2014,8.57,Kd=2.7nM,4uwf
5caq,2.50,2015,8.57,Ki=2.7nM,5c8k
5j6m,1.64,2017,8.57,Kd=2.7nM,5j20
6ikm,3.40,2019,8.57,Kd=2.7nM,6ikm
6peb,2.46,2019,8.57,IC50=2.7nM,6peb
3r5t,1.45,2012,8.58,Kd=2.65nM,3r5t
1akw,1.75,1998,8.59,Kd=2.6nM,1akw
1hkj,2.60,2004,8.59,IC50=2.6nM,1hkj
1m7q,2.40,2002,8.59,IC50=2.6nM,1m7q
2fky,2.30,2006,8.59,IC50=2.6nM,2fky
2gu8,2.20,2007,8.59,IC50=2.6nM,2gu8
2iit,2.35,2006,8.59,IC50=2.6nM,2iit
2itz,2.72,2007,8.59,Kd=2.6nM,2itn
2wky,2.20,2009,8.59,Ki=2.57nM,2wky
3ibi,1.93,2009,8.59,Ki=2.6nM,3ibi
4ezl,2.94,2013,8.59,IC50=2.6nM,4ezj
4mx9,3.10,2013,8.59,IC50=2.6nM,4mx9
4tpp,2.65,2014,8.59,IC50=2.6nM,4tpm
5hk2,3.20,2016,8.59,Ki=2.6nM,5hk1
5idn,2.26,2016,8.59,IC50=2.6nM,5icp
5nbw,2.40,2017,8.59,Kd=2.6nM,5nbw
5u6d,1.64,2017,8.59,Ki=2.6nM,5u69
6dkg,2.53,2018,8.59,Kd=2.6nM,6dkb
6h37,1.90,2018,8.59,Ki=2.6nM,6h2z
6jmf,2.00,2019,8.59,IC50=2.6nM,6jmf
6nvi,2.12,2019,8.59,IC50=2.6nM,6nvg
1bwa,1.90,1998,8.60,Ki=2.5nM,1bwa
1ikw,3.00,2001,8.60,IC50=2.5nM,1ikw
1yy4,2.70,2006,8.60,IC50=2.52nM,1yy4
2r5b,2.00,2007,8.60,Kd=2.5nM,2r3c
3b66,1.65,2008,8.60,Ki=2.5nM,3b5r
3bqn,1.80,2008,8.60,IC50=2.5nM,3bqn
3fhe,2.16,2010,8.60,IC50=2.5nM,3fh5
3k5g,2.00,2010,8.60,IC50=2.5nM,3k5d
3m6f,1.85,2010,8.60,IC50=2.5nM,3m6f
3oe0,2.90,2010,8.60,Ki=2.5nM,3odu
3s43,1.26,2012,8.60,Ki=2.53nM,3s43
3sxf,2.04,2012,8.60,Ki=2.5nM,3sx9
3t3u,2.10,2012,8.60,Ki=2.5nM,3sx9
4efs,1.63,2012,8.60,Ki=2.5nM,3ts4
4f65,2.26,2012,8.60,IC50=2.5nM,4f63
4gj2,2.40,2013,8.60,Ki=2.5nM,4gii
4jg8,3.10,2013,8.60,IC50<2.5nM,4jg6
4ke1,1.91,2013,8.60,IC50=2.5nM,4k8s
4qf7,1.48,2014,8.60,Kd=2.5nM,4qem
4qjp,1.62,2015,8.60,Kd=2.5nM,4qiy
4qlt,2.80,2014,8.60,IC50=2.5nM,4qlq
5a3q,3.05,2016,8.60,Kd=2.5nM,5a3q
5cf5,2.45,2015,8.60,IC50=2.5nM,5cf4
5sz3,1.69,2016,8.60,Ki=2.5nM,5sz0
5upf,1.69,2017,8.60,Ki=2.5nM,5upe
6ebw,2.46,2019,8.60,IC50=2.5nM,6e0r
6prf,1.21,2019,8.60,Ki=2.5nM,6prf
4b00,1.83,2012,8.61,IC50=2.44nM,4azy
4ban,1.87,2013,8.61,Ki=2.43nM,4bah
6gl8,1.40,2018,8.61,Kd=2.47nM,6gl8
1a61,2.20,1998,8.62,Ki=2.4nM,1a61
1azl,1.80,1998,8.62,Kd=2.4nM,1azl
2bbb,1.70,2005,8.62,IC50=2.4nM,2bbb
2cej,2.50,2007,8.62,Ki=2.4nM,2cej
2h42,2.30,2006,8.62,IC50=2.4nM,2h42
3dt1,2.80,2008,8.62,IC50=2.4nM,3ds6
3qqu,2.90,2011,8.62,IC50=2.4nM,3qqu
3ryz,1.37,2011,8.62,Kd=2.4nM,3ryj
4bf1,1.35,2014,8.62,Ki=2.4nM,4bf1
4dru,2.10,2012,8.62,Kd=2.4nM,4dru
4fcf,1.09,2012,8.62,Ki=2.4nM,4fcf
4hf4,2.00,2012,8.62,Ki=2.4nM,4heu
4jx9,1.40,2013,8.62,Kd=2.4nM,4jwk
4nrl,2.72,2014,8.62,Kd=2.4nM,4nrj
4tpm,2.77,2014,8.62,IC50=2.4nM,4tpm
4zim,2.65,2015,8.62,IC50=2.4nM,4zim
5egm,1.84,2015,8.62,Ki=2.4nM,5egm
5htz,1.95,2016,8.62,Ki=2.4nM,5htz
5n9s,2.30,2017,8.62,Kd=2.4nM,5n7v
5ubt,2.83,2017,8.62,IC50=2.4nM,5ubr
5vio,2.84,2018,8.62,IC50=2.4nM,5vil
5ylu,2.80,2018,8.62,Ki=2.4nM,5ylu
5zvw,2.29,2018,8.62,Kd=2.4nM,5zvw
6euv,2.70,2017,8.62,Kd=2.4nM,6euv
6h7j,2.80,2018,8.62,Ki=2.4nM,6h7j
6n3o,2.40,2019,8.62,IC50=2.4nM,6n3l
6r7d,2.35,2019,8.62,IC50=2.4nM,6r7d
3f17,1.10,2008,8.63,Kd=2.36nM,3f15
4ee0,1.75,2012,8.63,IC50=2.34nM,4ec0
5of0,1.48,2018,8.63,IC50=2.32nM,5of0
1g45,1.83,2000,8.64,Kd=2.3nM,1g45
1mue,2.00,2004,8.64,Ki=2.3nM,1mue
1r1j,2.35,2004,8.64,Ki=2.3nM,1r1j
1t31,1.90,2005,8.64,Ki=2.3nM,1t31
2qry,2.25,2008,8.64,Kd=2.3nM,2qry
2qt9,2.10,2007,8.64,IC50=2.3nM,2qt9
3f88,2.60,2009,8.64,IC50=2.3nM,3f7z
3hkw,1.55,2010,8.64,Kd=2.3nM,3hkw
3s71,1.25,2011,8.64,Kd=2.3nM,3s71
3wig,2.70,2014,8.64,Kd=2.30nM,3wig
3zev,3.00,2014,8.64,Kd=2.3nM,3zev
4g9c,3.50,2012,8.64,IC50=2.3nM,4g9c
4pft,1.75,2014,8.64,Kd=2.3nM,4pft
4qd6,2.45,2015,8.64,Ki=2.3nM,4qd6
4x6x,1.80,2015,8.64,IC50=2.3nM,4x6x
4ydn,1.35,2015,8.64,Kd=2.3nM,4ydm
4zyf,1.80,2015,8.64,Kd=2.3nM,4zyf
5e8f,2.10,2015,8.64,Kd=2.3nM,5e8f
5hbe,2.38,2016,8.64,IC50=2.3nM,5fgk
5hbj,3.00,2016,8.64,IC50=2.3nM,5fgk
5jga,2.00,2016,8.64,IC50=2.3nM,5jga
